id,heroName,heroLocation,heroSinceDate,heroImageURL,featureFlag,superpower,category,heroCountry,heroRegion,heroSince,status,heroSuperpower
community-heroes#raphael-jambalos,Raphael Jambalos,"Quezon City, Philippines",Hero since 2025,https://d1.awsstatic.com/getting-started-guides/hero-images-2025/Raphael%20Jambalos-100.9f843ef8ef3eced9dd7f86e0d5b5ea4b6ae81a16.png,,Blogger,AWS Community Hero,Philippines,Asia Pacific,2025,Current Heros,"Trainer / Educator, Meetup Organizer, Blogger, Conference Speaker"
community-heroes#raphael-jambalos,Raphael Jambalos,"Quezon City, Philippines",Hero since 2025,https://d1.awsstatic.com/getting-started-guides/hero-images-2025/Raphael%20Jambalos-100.9f843ef8ef3eced9dd7f86e0d5b5ea4b6ae81a16.png,,Conference Speaker,AWS Community Hero,Philippines,Asia Pacific,2025,Current Heros,"Trainer / Educator, Meetup Organizer, Blogger, Conference Speaker"
community-heroes#stav-ochakovsk,Stav Ochakovski,"Tel Aviv, Israel",Hero since 2025,https://d1.awsstatic.com/getting-started-guides/hero-images-2025/Stav%20Ochakovski-100.f8a93ae2119bd1dceb2c21b53e57c6ddb3bbbd6b.png,,Trainer / Educator,AWS Container Hero,Israel,"Europe, Middle East, & Africa",2025,Current Heros,"Trainer / Educator, Meetup Organizer, Blogger, Conference Speaker"
community-heroes#stav-ochakovsk,Stav Ochakovski,"Tel Aviv, Israel",Hero since 2025,https://d1.awsstatic.com/getting-started-guides/hero-images-2025/Stav%20Ochakovski-100.f8a93ae2119bd1dceb2c21b53e57c6ddb3bbbd6b.png,,Meetup Organizer,AWS Container Hero,Israel,"Europe, Middle East, & Africa",2025,Current Heros,"Trainer / Educator, Meetup Organizer, Blogger, Conference Speaker"
community-heroes#stav-ochakovsk,Stav Ochakovski,"Tel Aviv, Israel",Hero since 2025,https://d1.awsstatic.com/getting-started-guides/hero-images-2025/Stav%20Ochakovski-100.f8a93ae2119bd1dceb2c21b53e57c6ddb3bbbd6b.png,,Blogger,AWS Container Hero,Israel,"Europe, Middle East, & Africa",2025,Current Heros,"Trainer / Educator, Meetup Organizer, Blogger, Conference Speaker"
community-heroes#stav-ochakovsk,Stav Ochakovski,"Tel Aviv, Israel",Hero since 2025,https://d1.awsstatic.com/getting-started-guides/hero-images-2025/Stav%20Ochakovski-100.f8a93ae2119bd1dceb2c21b53e57c6ddb3bbbd6b.png,,Conference Speaker,AWS Container Hero,Israel,"Europe, Middle East, & Africa",2025,Current Heros,"Trainer / Educator, Meetup Organizer, Blogger, Conference Speaker"
community-heroes#aidan-steele, Aidan Steele,"Melbourne, Australia",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/hero_aiden_steele-100.4668a5b9d09dcd0a7ef2dcfb3c58ceecdbcab27c.png,,Open Source Contributor,AWS Serverless Hero,Australia,Asia Pacific,2023,Current Heros,"Open Source Contributor, Blogger"
community-heroes#aidan-steele, Aidan Steele,"Melbourne, Australia",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/hero_aiden_steele-100.4668a5b9d09dcd0a7ef2dcfb3c58ceecdbcab27c.png,,Blogger,AWS Serverless Hero,Australia,Asia Pacific,2023,Current Heros,"Open Source Contributor, Blogger"
community-heroes#adam-bien,Adam Bien,"Munich, Germany",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/adam-bien.16bf8ef2fddcf4d76ad43c76fc9a68a71536c33c.png,,Trainer / Educator,AWS DevTools Hero,Germany,"Europe, Middle East, & Africa",2022,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
community-heroes#adam-bien,Adam Bien,"Munich, Germany",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/adam-bien.16bf8ef2fddcf4d76ad43c76fc9a68a71536c33c.png,,Conference Speaker,AWS DevTools Hero,Germany,"Europe, Middle East, & Africa",2022,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
community-heroes#adam-bien,Adam Bien,"Munich, Germany",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/adam-bien.16bf8ef2fddcf4d76ad43c76fc9a68a71536c33c.png,,Open Source Contributor,AWS DevTools Hero,Germany,"Europe, Middle East, & Africa",2022,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
community-heroes#adam-bien,Adam Bien,"Munich, Germany",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/adam-bien.16bf8ef2fddcf4d76ad43c76fc9a68a71536c33c.png,,Technical Author,AWS DevTools Hero,Germany,"Europe, Middle East, & Africa",2022,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
community-heroes#adam-bien,Adam Bien,"Munich, Germany",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/adam-bien.16bf8ef2fddcf4d76ad43c76fc9a68a71536c33c.png,,Blogger,AWS DevTools Hero,Germany,"Europe, Middle East, & Africa",2022,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
community-heroes#adam-smolnik,Adam Smolnik,"Zory, Poland",Hero since 2015,https://d1.awsstatic.com/Developer%20Marketing/developer-center/adams-headshotcircle-100px.4c0fdca1ce7f909eebc17392847d9d39a0a53cbb.png,,Trainer / Educator,AWS Community Hero,Poland,"Europe, Middle East, & Africa",2015,Current Heros,"Trainer / Educator, Meetup Organizer, Technical Author, Blogger"
community-heroes#adam-smolnik,Adam Smolnik,"Zory, Poland",Hero since 2015,https://d1.awsstatic.com/Developer%20Marketing/developer-center/adams-headshotcircle-100px.4c0fdca1ce7f909eebc17392847d9d39a0a53cbb.png,,Meetup Organizer,AWS Community Hero,Poland,"Europe, Middle East, & Africa",2015,Current Heros,"Trainer / Educator, Meetup Organizer, Technical Author, Blogger"
community-heroes#adam-smolnik,Adam Smolnik,"Zory, Poland",Hero since 2015,https://d1.awsstatic.com/Developer%20Marketing/developer-center/adams-headshotcircle-100px.4c0fdca1ce7f909eebc17392847d9d39a0a53cbb.png,,Technical Author,AWS Community Hero,Poland,"Europe, Middle East, & Africa",2015,Current Heros,"Trainer / Educator, Meetup Organizer, Technical Author, Blogger"
community-heroes#adam-smolnik,Adam Smolnik,"Zory, Poland",Hero since 2015,https://d1.awsstatic.com/Developer%20Marketing/developer-center/adams-headshotcircle-100px.4c0fdca1ce7f909eebc17392847d9d39a0a53cbb.png,,Blogger,AWS Community Hero,Poland,"Europe, Middle East, & Africa",2015,Current Heros,"Trainer / Educator, Meetup Organizer, Technical Author, Blogger"
community-heroes#agustinus-nalwan,Agustinus Nalwan,"Melbourne, Australia",Hero since 2018,https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/agustinusn-headshotcircle-100px.af65750ce1572b7e46051eb0e62fc5c0f94fa7d0.png,,Conference Speaker,AWS Machine Learning Hero,Australia,Asia Pacific,2018,Current Heros,Conference Speaker
community-heroes#ahmed-samir,Ahmed Samir,"Riyadh, Saudi Arabia",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/ahmed-samir.9dc9cc62b957b5d84ddc0c680d37639a389dff88.png,,Conference Speaker,AWS Community Hero,Saudi Arabia,"Europe, Middle East, & Africa",2020,Current Heros,"Conference Speaker, Meetup Organizer, Blogger"
community-heroes#ahmed-samir,Ahmed Samir,"Riyadh, Saudi Arabia",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/ahmed-samir.9dc9cc62b957b5d84ddc0c680d37639a389dff88.png,,Meetup Organizer,AWS Community Hero,Saudi Arabia,"Europe, Middle East, & Africa",2020,Current Heros,"Conference Speaker, Meetup Organizer, Blogger"
community-heroes#ahmed-samir,Ahmed Samir,"Riyadh, Saudi Arabia",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/ahmed-samir.9dc9cc62b957b5d84ddc0c680d37639a389dff88.png,,Blogger,AWS Community Hero,Saudi Arabia,"Europe, Middle East, & Africa",2020,Current Heros,"Conference Speaker, Meetup Organizer, Blogger"
community-heroes#aj-stuyvenberg,AJ Stuyvenberg,"  Boston, MA",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/aj_stuyvenberg_headshot-modified.67daef4af2cdbe4462a9911ac5134554a0d5038c.png,,Conference Speaker,AWS Serverless Hero,United States,North America,2023,Current Heros,Conference Speaker
community-heroes#albert-suwandhi,Albert Suwandhi,"Medan, Indonesia",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/albert-suwandhi.b488225c68ab5948fe50ff3628283afb8e9fce1c.png,,Trainer / Educator,AWS Community Hero,Indonesia,Asia Pacific,2022,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author"
community-heroes#albert-suwandhi,Albert Suwandhi,"Medan, Indonesia",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/albert-suwandhi.b488225c68ab5948fe50ff3628283afb8e9fce1c.png,,Conference Speaker,AWS Community Hero,Indonesia,Asia Pacific,2022,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author"
community-heroes#albert-suwandhi,Albert Suwandhi,"Medan, Indonesia",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/albert-suwandhi.b488225c68ab5948fe50ff3628283afb8e9fce1c.png,,Technical Author,AWS Community Hero,Indonesia,Asia Pacific,2022,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author"
community-heroes#aleksandar-simovic,Aleksandar Simovic,"Belgrade, Serbia",Hero since 2018,https://d1.awsstatic.com/Developer%20Marketing/developer-center/aleksandars-headshotcircle-100px.4c4a7345b091200ee960e4029462223f7358dc52.png,,Trainer / Educator,AWS Serverless Hero,Serbia,"Europe, Middle East, & Africa",2018,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Open Source Contributor, Technical Author"
community-heroes#aleksandar-simovic,Aleksandar Simovic,"Belgrade, Serbia",Hero since 2018,https://d1.awsstatic.com/Developer%20Marketing/developer-center/aleksandars-headshotcircle-100px.4c4a7345b091200ee960e4029462223f7358dc52.png,,Conference Speaker,AWS Serverless Hero,Serbia,"Europe, Middle East, & Africa",2018,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Open Source Contributor, Technical Author"
community-heroes#aleksandar-simovic,Aleksandar Simovic,"Belgrade, Serbia",Hero since 2018,https://d1.awsstatic.com/Developer%20Marketing/developer-center/aleksandars-headshotcircle-100px.4c4a7345b091200ee960e4029462223f7358dc52.png,,Meetup Organizer,AWS Serverless Hero,Serbia,"Europe, Middle East, & Africa",2018,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Open Source Contributor, Technical Author"
community-heroes#aleksandar-simovic,Aleksandar Simovic,"Belgrade, Serbia",Hero since 2018,https://d1.awsstatic.com/Developer%20Marketing/developer-center/aleksandars-headshotcircle-100px.4c4a7345b091200ee960e4029462223f7358dc52.png,,Blogger,AWS Serverless Hero,Serbia,"Europe, Middle East, & Africa",2018,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Open Source Contributor, Technical Author"
community-heroes#aleksandar-simovic,Aleksandar Simovic,"Belgrade, Serbia",Hero since 2018,https://d1.awsstatic.com/Developer%20Marketing/developer-center/aleksandars-headshotcircle-100px.4c4a7345b091200ee960e4029462223f7358dc52.png,,Open Source Contributor,AWS Serverless Hero,Serbia,"Europe, Middle East, & Africa",2018,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Open Source Contributor, Technical Author"
community-heroes#aleksandar-simovic,Aleksandar Simovic,"Belgrade, Serbia",Hero since 2018,https://d1.awsstatic.com/Developer%20Marketing/developer-center/aleksandars-headshotcircle-100px.4c4a7345b091200ee960e4029462223f7358dc52.png,,Technical Author,AWS Serverless Hero,Serbia,"Europe, Middle East, & Africa",2018,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Open Source Contributor, Technical Author"
community-heroes#alex-debrie,Alex DeBrie,"Omaha, USA",Hero since 2019,https://d1.awsstatic.com/Developer%20Marketing/developer-center/alex-debrie-circular-headshot.233f6d03634ea98c48930c6f05937b63b8ac5200.png,,Conference Speaker,AWS Data Hero,United States,North America,2019,Current Heros,"Conference Speaker, Technical Author, Blogger"
community-heroes#alex-debrie,Alex DeBrie,"Omaha, USA",Hero since 2019,https://d1.awsstatic.com/Developer%20Marketing/developer-center/alex-debrie-circular-headshot.233f6d03634ea98c48930c6f05937b63b8ac5200.png,,Technical Author,AWS Data Hero,United States,North America,2019,Current Heros,"Conference Speaker, Technical Author, Blogger"
community-heroes#alex-debrie,Alex DeBrie,"Omaha, USA",Hero since 2019,https://d1.awsstatic.com/Developer%20Marketing/developer-center/alex-debrie-circular-headshot.233f6d03634ea98c48930c6f05937b63b8ac5200.png,,Blogger,AWS Data Hero,United States,North America,2019,Current Heros,"Conference Speaker, Technical Author, Blogger"
community-heroes#alex-lau,Alex Lau,Hong Kong,Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Alex%20Lau_100.ea19499c885af97ada744699559e11af10e82534.png,,Trainer / Educator,AWS Community Hero,Hong Kong,"Europe, Middle East, & Africa",2023,Current Heros,"Trainer / Educator, Technical Author"
community-heroes#alex-lau,Alex Lau,Hong Kong,Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Alex%20Lau_100.ea19499c885af97ada744699559e11af10e82534.png,,Technical Author,AWS Community Hero,Hong Kong,"Europe, Middle East, & Africa",2023,Current Heros,"Trainer / Educator, Technical Author"
community-heroes#allen-helton,Allen Helton,"McKinney, USA",Hero since 2022,https://d1.awsstatic.com/user-groups/Allen-Helton-modified.25966f3cf6b474f571ad772ed581ac8b2eda8cd7.png,,Conference Speaker,AWS Serverless Hero,United States,North America,2022,Current Heros,"Conference Speaker, Technical Author, Blogger"
community-heroes#allen-helton,Allen Helton,"McKinney, USA",Hero since 2022,https://d1.awsstatic.com/user-groups/Allen-Helton-modified.25966f3cf6b474f571ad772ed581ac8b2eda8cd7.png,,Technical Author,AWS Serverless Hero,United States,North America,2022,Current Heros,"Conference Speaker, Technical Author, Blogger"
community-heroes#allen-helton,Allen Helton,"McKinney, USA",Hero since 2022,https://d1.awsstatic.com/user-groups/Allen-Helton-modified.25966f3cf6b474f571ad772ed581ac8b2eda8cd7.png,,Blogger,AWS Serverless Hero,United States,North America,2022,Current Heros,"Conference Speaker, Technical Author, Blogger"
community-heroes#alvaro-hernandez,Alvaro Hernandez,"Madrid, Spain",Hero since 2019,https://d1.awsstatic.com/Developer%20Marketing/developer-center/alvaro-hernandez-circular-headshot.fa5a9d0ba798f5d0fc4c6f471eeb829307037152.png,,Conference Speaker,AWS Data Hero,Spain,"Europe, Middle East, & Africa",2019,Current Heros,"Conference Speaker, Open Source Contributor, Technical Author"
community-heroes#alvaro-hernandez,Alvaro Hernandez,"Madrid, Spain",Hero since 2019,https://d1.awsstatic.com/Developer%20Marketing/developer-center/alvaro-hernandez-circular-headshot.fa5a9d0ba798f5d0fc4c6f471eeb829307037152.png,,Open Source Contributor,AWS Data Hero,Spain,"Europe, Middle East, & Africa",2019,Current Heros,"Conference Speaker, Open Source Contributor, Technical Author"
community-heroes#alvaro-hernandez,Alvaro Hernandez,"Madrid, Spain",Hero since 2019,https://d1.awsstatic.com/Developer%20Marketing/developer-center/alvaro-hernandez-circular-headshot.fa5a9d0ba798f5d0fc4c6f471eeb829307037152.png,,Technical Author,AWS Data Hero,Spain,"Europe, Middle East, & Africa",2019,Current Heros,"Conference Speaker, Open Source Contributor, Technical Author"
community-heroes#amy-tseng,Amy Tseng,"Washington D.C., USA",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/amy-tseng.7dadf41b152f126f2b43de5e5857009ef66020ca.png,,Conference Speaker,AWS Data Hero,United States,North America,2020,Current Heros,Conference Speaker
community-heroes#anahit-pogosova,Anahit Pogosova,"Tampere, Finland",Hero since 2021,https://d1.awsstatic.com/Developer%20Marketing/developer-center/anahit-pogosova.ee3cb65d8a20b38e3772915b49199522161fade7.png,,Conference Speaker,AWS Data Hero,Finland,"Europe, Middle East, & Africa",2021,Current Heros,"Conference Speaker, Blogger, Technical Author"
community-heroes#anahit-pogosova,Anahit Pogosova,"Tampere, Finland",Hero since 2021,https://d1.awsstatic.com/Developer%20Marketing/developer-center/anahit-pogosova.ee3cb65d8a20b38e3772915b49199522161fade7.png,,Blogger,AWS Data Hero,Finland,"Europe, Middle East, & Africa",2021,Current Heros,"Conference Speaker, Blogger, Technical Author"
community-heroes#anahit-pogosova,Anahit Pogosova,"Tampere, Finland",Hero since 2021,https://d1.awsstatic.com/Developer%20Marketing/developer-center/anahit-pogosova.ee3cb65d8a20b38e3772915b49199522161fade7.png,,Technical Author,AWS Data Hero,Finland,"Europe, Middle East, & Africa",2021,Current Heros,"Conference Speaker, Blogger, Technical Author"
community-heroes#ananda-dwi-rahmawati,Ananda Dwi Rahmawati,"Yogyakarta, Indonesia",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/hero_ananda_dwi_rahmawati-100.c173e873cf33241761a02d16cddafadcf3e0e8b7.png,,Open Source Contributor,AWS Container Hero,Indonesia,Asia Pacific,2023,Current Heros,"Open Source Contributor, Conference Speaker, Blogger, Trainer / Educator, Meetup Organizer"
community-heroes#ananda-dwi-rahmawati,Ananda Dwi Rahmawati,"Yogyakarta, Indonesia",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/hero_ananda_dwi_rahmawati-100.c173e873cf33241761a02d16cddafadcf3e0e8b7.png,,Conference Speaker,AWS Container Hero,Indonesia,Asia Pacific,2023,Current Heros,"Open Source Contributor, Conference Speaker, Blogger, Trainer / Educator, Meetup Organizer"
community-heroes#ananda-dwi-rahmawati,Ananda Dwi Rahmawati,"Yogyakarta, Indonesia",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/hero_ananda_dwi_rahmawati-100.c173e873cf33241761a02d16cddafadcf3e0e8b7.png,,Blogger,AWS Container Hero,Indonesia,Asia Pacific,2023,Current Heros,"Open Source Contributor, Conference Speaker, Blogger, Trainer / Educator, Meetup Organizer"
community-heroes#ananda-dwi-rahmawati,Ananda Dwi Rahmawati,"Yogyakarta, Indonesia",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/hero_ananda_dwi_rahmawati-100.c173e873cf33241761a02d16cddafadcf3e0e8b7.png,,Trainer / Educator,AWS Container Hero,Indonesia,Asia Pacific,2023,Current Heros,"Open Source Contributor, Conference Speaker, Blogger, Trainer / Educator, Meetup Organizer"
community-heroes#ananda-dwi-rahmawati,Ananda Dwi Rahmawati,"Yogyakarta, Indonesia",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/hero_ananda_dwi_rahmawati-100.c173e873cf33241761a02d16cddafadcf3e0e8b7.png,,Meetup Organizer,AWS Container Hero,Indonesia,Asia Pacific,2023,Current Heros,"Open Source Contributor, Conference Speaker, Blogger, Trainer / Educator, Meetup Organizer"
