ID,Country,Category,Year,Region
3e8f182130c6431f108c,Finland,Serverless,2021,"Europe, Middle East, & Africa"
d9af79d32bd87b9d6b3e,Japan,Containers,2022,Asia Pacific
5dcc13ae2cba984b7596,Japan,Security,2024,Asia Pacific
788683a1679eb13c4a09,Japan,Dev Tools,2024,Asia Pacific
7a9e5211f7e71b444cb4,Nepal,Network Content & Delivery,2024,Asia Pacific
2ce4c2d75d4f098b5ca2,United Kingdom,Network Content & Delivery,2022,"Europe, Middle East, & Africa"
9ea712ffb57f6d4a8cb7,Australia,Serverless,2023,Asia Pacific
0ffa3afc53cd86694cc0,Saudi Arabia,Game Tech,2021,"Europe, Middle East, & Africa"
43e5ac38f7bc6d9e37e8,Spain,Cloud Operations,2024,"Europe, Middle East, & Africa"
c00143be45c3ba986efd,Kenya,Security,2022,"Europe, Middle East, & Africa"
dbf9adc1c2d1dce6cbc0,Brazil,Security,2023,Latin America
ccb4ae6615d8411c5d0c,Colombia,Dev Tools,2023,Latin America
a2fc2ca5b8cc9748d461,Colombia,Data,2023,Latin America
636decc744f12d709e81,Spain,Security,2022,"Europe, Middle East, & Africa"
2131ac0e9541a5f4abec,Colombia,Dev Tools,2023,Latin America
e9ff1991ee6a6ab2842e,Poland,Front-End Web & Mobile,2022,"Europe, Middle East, & Africa"
5f00e5388d3b2ab7fd93,Canada,Security,2023,North America
9703b774aa60575479a9,Serbia,Security,2024,"Europe, Middle East, & Africa"
cac7e56cf0eeaa35ad75,Bosnia & Herzegovina,Network Content & Delivery,2023,"Europe, Middle East, & Africa"
3bde92b6d72c03203077,Kazakhstan,Containers,2020,Asia Pacific
d2b2619a2678465483a9,Italy,Containers,2023,"Europe, Middle East, & Africa"
1d63c9fdec5717a3cb12,United States,Machine Learning,2023,North America
7933224182c80ecb3ac7,Hong Kong,Machine Learning,2021,"Europe, Middle East, & Africa"
30d36435249205f05fdb,United States,Serverless,2020,North America
8b566816127a311f3859,United Kingdom,Serverless,2022,"Europe, Middle East, & Africa"
14cd53c5bc4c1cb43c5c,United States,Front-End Web & Mobile,2020,North America
a0d66cfd1122425e379e,Scotland,Cloud Operations,2022,"Europe, Middle East, & Africa"
30eff8630e657ef3856a,Spain,Cloud Operations,2024,"Europe, Middle East, & Africa"
3295765537195b916041,Australia,Serverless,2021,Asia Pacific
2ff7c09a3c6c3fba5a03,Colombia,Data,2022,Latin America
84b35465943deb31a031,Germany,Security,2023,"Europe, Middle East, & Africa"
7cdd2ac92ab1ced30c87,Japan,Containers,2022,Asia Pacific
f09099690cc80947940c,Canada,Serverless,2023,North America
679910e0a60f3f35b636,Thailand,Serverless,2022,Asia Pacific
e4950eb4dbc700b29aec,United States,Machine Learning,2023,North America
a8bbb943a4eaebe583ed,Peru,Serverless,2023,Latin America
033553f96d5c165fab0c,Brazil,Security,2022,Latin America
8ea70a31deb8bf5b2966,Brazil,Data,2021,Latin America
43fbffc56a874126ad91,Romania,Dev Tools,2022,"Europe, Middle East, & Africa"
16080ccae052fee622c3,Germany,Data,2024,"Europe, Middle East, & Africa"
8d7cf6dcebbb41340386,Peru,Data,2022,Latin America
79614a55f57e52d95304,Mexico,Data,2023,North America
ded052138fab0e2118be,Ecuador,Dev Tools,2022,Latin America
9613a1f97303d9fb8ac4,Israel,Serverless,2024,"Europe, Middle East, & Africa"
730b8efd8cf9b07b28af,India,Containers,2021,Asia Pacific
2bef9bd820ca8031eb54,New Zealand,Serverless,2021,Asia Pacific
6f298e14ad8924a67d64,United Kingdom,Front-End Web & Mobile,2022,"Europe, Middle East, & Africa"
5c80b593d2bb3f8e93ab,Poland,Storage,2022,"Europe, Middle East, & Africa"
386891725e44505c4509,Belarus,Containers,2021,"Europe, Middle East, & Africa"
f66fca3d652bf165268a,Brazil,Storage,2023,Latin America
a33a20cc7354136b56d3,India,Cloud Operations,2023,Asia Pacific
f684efc04ae8fa47e63c,Singapore,Serverless,2022,Asia Pacific
7e9d3897a8b784a19bc6,India,Dev Tools,2022,Asia Pacific
54fc537f54484ac497f9,United States,Storage,2023,North America
6d4eb5c1f45360ab7276,Canada,Serverless,2024,North America
f4d203fbcc880bae2d20,Sweden,Serverless,2024,"Europe, Middle East, & Africa"
45f46ef9093ead2342fa,Spain,Serverless,2021,"Europe, Middle East, & Africa"
0e3d3d4f4c76c7233701,India,Network Content & Delivery,2022,Asia Pacific
5f815db3755d5f92ef4c,India,Storage,2021,Asia Pacific
7eb39b3a1797e1099263,India,Cloud Operations,2023,Asia Pacific
1ed81289777ff1ab53ba,United States,Dev Tools,2022,North America
fac462dfe8b05d1a9661,India,Front-End Web & Mobile,2023,Asia Pacific
fdd76feb1299d57b5081,Canada,Machine Learning,2020,North America
922035c4c6bb57ed4178,Canada,Containers,2024,North America
7141af8775c3643ad2f4,Brazil,Containers,2023,Latin America
5035790176ff5197576e,United States,Machine Learning,2023,North America
d030a238db6763634b92,Sri Lanka,Graviton Arm,2021,Asia Pacific
04425b495c2e88276387,Saudi Arabia,Security,2024,"Europe, Middle East, & Africa"
3766b273a0e470818420,United States,Dev Tools,2023,North America
6ea1be166cfc5a4ae494,Bangladesh,Cloud Operations,2023,Asia Pacific
36060893955d743df524,Nepal,Machine Learning,2024,Asia Pacific
8c1cae4bf8df4e969b2c,India,Serverless,2020,Asia Pacific
61aa2696dabf18db0cfe,Canada,Cloud Operations,2022,North America
967deb74b2e9e7df2b53,United States,Machine Learning,2022,North America
31e767293afad4414ed0,Egypt,Storage,2023,"Europe, Middle East, & Africa"
e2b696fab3cc55f857ed,United States,Security,2024,North America
20212f497cf8560c8ccc,India,Containers,2023,Asia Pacific
c3fa37ebfde6feae9d0f,United States,Containers,2022,North America
79b230d8e947bc85fa2e,India,Security,2023,Asia Pacific
345c98bd575363892574,Vietnam,Serverless,2022,Asia Pacific
f8164bc07a8cf26e3834,Mexico,Network Content & Delivery,2023,North America
4b2e3e368fc7b86028e4,Costa Rica,Containers,2021,North America
a8be5699b982a0f7f0d0,Egypt,Machine Learning,2023,"Europe, Middle East, & Africa"
27af50a097385655fca1,Spain,Security,2022,"Europe, Middle East, & Africa"
a422ef00ccb6eb2f1227,India,Cloud Operations,2023,Asia Pacific
4d1c38c5e8d9a0c76e43,Switzerland,Dev Tools,2022,"Europe, Middle East, & Africa"
f681665d434a26f651ec,Colombia,Machine Learning,2023,Latin America
b85d1c2dcc437248ccdf,Romania,Serverless,2021,"Europe, Middle East, & Africa"
81d311dd81bccc96af6e,Chile,Data,2023,Latin America
b717856eda28a2870226,Indonesia,Containers,2023,Asia Pacific
27f6d87c6be450d58784,Italy,Dev Tools,2022,"Europe, Middle East, & Africa"
fbd19d144ac9624b1940,Canada,Data,2023,North America
0feb9f71bd1982c79cf7,Chile,Data,2024,Latin America
048eb03f65b99a72f05d,Austria,Machine Learning,2021,"Europe, Middle East, & Africa"
867cd1e918cf5b79586b,Germany,Cloud Operations,2020,"Europe, Middle East, & Africa"
e310bebaddfd6500480d,Germany,Dev Tools,2020,"Europe, Middle East, & Africa"
9a12c1736f781dfaedf2,Canada,Security,2023,North America
8c08e7f5e224f3b99db9,United Kingdom,Serverless,2023,"Europe, Middle East, & Africa"
90a582325e2cca13d6fe,Mexico,Serverless,2020,North America
eaf87ae96b3c91966240,United States,Data,2024,North America
3981490cbcef596a5bf4,United States,Cloud Operations,2020,North America
ad9edc0aed50f1770d4a,Germany,Serverless,2023,"Europe, Middle East, & Africa"
4e5d5f7229ae1622e628,Peru,Security,2020,Latin America
aae2e380fee1bc68f61c,Brazil,Networking & Content Delivery,2021,Latin America
e5490ec4f56110c46bb5,Colombia,Front-End Web & Mobile,2020,Latin America
a7e5afad23074f084f61,Italy,Serverless,2020,"Europe, Middle East, & Africa"
28900a22ec62f210962f,United States,Front-End Web & Mobile,2021,North America
176d6de9065eda609b30,Cameroon,Networking & Content Delivery,2022,"Europe, Middle East, & Africa"
7f5f967f5e6d751a5286,India,Containers,2022,Asia Pacific
5f6211458d9266ff9e7f,India,Cloud Operations,2022,Asia Pacific
dcd79da586fc293f0993,India,Serverless,2022,Asia Pacific
e0026623b5e7bbaedf7e,Malaysia,Serverless,2023,Asia Pacific
3db8d0870a6390a83d3c,Nigeria,Front-End Web & Mobile,2022,"Europe, Middle East, & Africa"
ce94233a94bdcf88e9c9,Nepal,Data,2023,Asia Pacific
9920e948340fc23870a7,North Macedonia,Serverless,2022,"Europe, Middle East, & Africa"
f305adde23b02084c758,Germany,Dev Tools,2023,"Europe, Middle East, & Africa"
2d92a0518e50deee5e87,India,Security,2024,Asia Pacific
67aed57a618c8e2857ba,Thailand,Security,2022,Asia Pacific
7b11c9f4f529c2b9b4a3,India,Security,2020,Asia Pacific
8660205031835701fd91,India,Security,2023,Asia Pacific
fe74c1f35b6ae6524c47,Nepal,Data,2023,Asia Pacific
fee153ac42bc41d57250,United States,Machine Learning,2024,North America
7347b86cb02547adde07,Ukraine,Machine Learning,2023,"Europe, Middle East, & Africa"
6ae97b73c57c0fd036a8,Canada,Storage,2023,North America
54d7aee91d14ac6f1d58,Philippines,Serverless,2023,Asia Pacific
3d89746f1509c1d4b231,Canada,Dev Tools,2024,North America
fe7f6d4b164262e2119d,Belarus,Containers,2022,"Europe, Middle East, & Africa"
78326045014e2e5d1b38,Sweden,Serverless,2024,"Europe, Middle East, & Africa"
7da664f91bc52c47e052,Denmark,Front-End Web & Mobile,2021,"Europe, Middle East, & Africa"
ab6830d3692fb62fba15,Indonesia,Dev Tools,2020,Asia Pacific
246c3740be71d1d5720c,India,Dev Tools,2021,Asia Pacific
6ae54c168cd4f7009533,United Kingdom,Serverless,2021,"Europe, Middle East, & Africa"
a86cfa5ea982f2632dd8,India,Containers,2023,Asia Pacific
d41cd4927922e9a9de45,Nepal,Front-End Web & Mobile,2023,Asia Pacific
b7bafef49183d7a48c01,India,Network Content & Delivery,2022,Asia Pacific
6a9d66b1607f7ee643a8,Israel,Security,2023,"Europe, Middle East, & Africa"
164a2418b9d9d52cd65a,Nigeria,Containers,2022,"Europe, Middle East, & Africa"
90bd581835937b81b5b1,United Kingdom,Data,2023,"Europe, Middle East, & Africa"
f844fdbca2a542954e28,India,Dev Tools,2022,Asia Pacific
eee9b97fe4dbdd388260,Finland,Dev Tools,2020,"Europe, Middle East, & Africa"
f8a3a56ff61540a8bcfa,India,Serverless,2023,Asia Pacific
625c02ff902b541e62f8,Sweden,Containers,2022,"Europe, Middle East, & Africa"
b459194fbcfd583d9577,Australia,Dev Tools,2023,Asia Pacific
85572ca443d3c5045830,India,Containers,2024,Asia Pacific
4a647a61b788d4fbe7fa,Poland,Cloud Operations,2020,"Europe, Middle East, & Africa"
0c8157f97c98e7820be0,Mexico,Security,2024,North America
aad22789117b7a1f45e7,United States,Front-End Web & Mobile,2021,North America
70148ab0bece69d70d35,Philippines,Data,2023,Asia Pacific
9f8817000697c39ca984,Brazil,Storage,2023,Latin America
cdb8382043788bd8937e,Germany,Data,2023,"Europe, Middle East, & Africa"
2f504843e69635e97c02,Hungary,Security,2022,"Europe, Middle East, & Africa"
47da7e4db720f2304a95,Germany,Cloud Operations,2024,"Europe, Middle East, & Africa"
4ccdf3b25c2b67993c0e,Ukraine,Data,2023,"Europe, Middle East, & Africa"
a28b5c156e3ab9603690,Brazil,Cloud Operations,2022,Latin America
32eadb639495faae3522,Germany,Cloud Operations,2022,"Europe, Middle East, & Africa"
4778c715c4eecc06f934,Canada,Cloud Operations,2022,North America
54ff422bfdb0616e55a0,Indonesia,Dev Tools,2022,Asia Pacific
4a7db5c204a04b481149,Sri Lanka,Serverless,2023,Asia Pacific
3bde83455df5ffafc5d4,Sri Lanka,Serverless,2021,Asia Pacific
484c752dbf2509681b3d,Pakistan,Machine Learning,2021,Asia Pacific
7f1f7d368059e73f5642,India,Security,2021,Asia Pacific
442b631c7eff0b551374,India,Cloud Operations,2023,Asia Pacific
580087de9d6e9103b176,India,Containers,2023,Asia Pacific
de47027e187dce58dee7,India,Containers,2023,Asia Pacific
378857fd786065f55672,India,Graviton Arm,2021,Asia Pacific
f59087e7de9e160dd622,United Kingdom,Front-End Web & Mobile,2020,"Europe, Middle East, & Africa"
4709cf3d81baae8f794c,India,Data,2024,Asia Pacific
b948196461874f76ea15,India,Dev Tools,2023,Asia Pacific
b750e71a186ecc34c69a,India,Security,2021,Asia Pacific
d974d6de7ff3f87871c4,India,Serverless,2021,Asia Pacific
2539ca9a0635e82cd596,United Arab Emirates,Containers,2023,Asia Pacific
50b8e8c1f50f5d5ed727,United Arab Emirates,Serverless,2022,Asia Pacific
014c6f43e4241ec9c52a,Jamaica,Security,2023,North America
3ce7b2c71a2e63c68449,Japan,Front-End Web & Mobile,2021,Asia Pacific
206238899d892758b032,Italy,Dev Tools,2021,"Europe, Middle East, & Africa"
e9ead806c3e308885ab4,Japan,Cloud Operations,2024,Asia Pacific
14048d5fc15110b47e4d,India,Serverless,2022,Asia Pacific
9b1aaec41f8eadbcab73,Indonesia,Containers,2022,Asia Pacific
0da2b0adc5b494bf92d9,Nicaragua,Networking & Content Delivery,2021,North America
77eed6e010912fd82bd9,India,Containers,2021,Asia Pacific
84afbb7aba19b55373f4,India,Front-End Web & Mobile,2021,Asia Pacific
b7e05fdd628f9c23ddd9,India,Cloud Operations,2023,Asia Pacific
8e05c48e788d6d59923a,Norway,Machine Learning,2021,"Europe, Middle East, & Africa"
54c17edac4436352f1a2,Nigeria,Machine Learning,2023,"Europe, Middle East, & Africa"
eba9de9e298273cd4434,Peru,Cloud Operations,2021,Latin America
ec8098f96c2c6d6844b3,Pakistan,Cloud Operations,2022,Asia Pacific
7433314821ac43fd52ed,Egypt,Serverless,2022,"Europe, Middle East, & Africa"
8e35772f1760bb72cd8b,Egypt,Machine Learning,2022,"Europe, Middle East, & Africa"
4c0eabbeba2b0dfcedcf,Egypt,Dev Tools,2022,"Europe, Middle East, & Africa"
a2ffdaddc19fc5465b16,United States,Machine Learning,2022,North America
705729a858cb947e724d,Japan,Serverless,2024,Asia Pacific
19077c9249727426ebbc,India,Containers,2021,Asia Pacific
7c3864868962af4fdd2f,India,Containers,2022,Asia Pacific
5c8eaa19edfe14e007c3,Nigeria,Dev Tools,2023,"Europe, Middle East, & Africa"
19d30b59a2a5699737cd,Cameroon,Cloud Operations,2022,"Europe, Middle East, & Africa"
0bc12d1022ea90ec5585,Netherlands,Front-End Web & Mobile,2021,"Europe, Middle East, & Africa"
7d3063c2ea744b7a8881,India,Cloud Operations,2023,Asia Pacific
5271a48bcc205660e4ea,Vietnam,Containers,2023,Asia Pacific
14043fd0dcd558e89a04,United Arab Emirates,Storage,2023,Asia Pacific
8365250bd9178e705cb1,Cameroon,Serverless,2023,"Europe, Middle East, & Africa"
9513e36add1492c900de,India,Security,2024,Asia Pacific
e176797cc8f308f70710,Germany,Security,2021,"Europe, Middle East, & Africa"
6f922e35363cb66d6271,Canada,Serverless,2022,North America
09d358ebd495f1f71e62,United Kingdom,Cloud Operations,2024,"Europe, Middle East, & Africa"
f5ac9fa7869fd9c51f69,Turkey,Data,2022,"Europe, Middle East, & Africa"
2c0e8fe61c9a4c4d6a1e,Brazil,Cloud Operations,2022,Latin America
27714542650f457aa370,United States,Serverless,2023,North America
efb8663e67cc2625fbe9,New Zealand,Security,2021,Asia Pacific
48bab4d89485800ec640,United States,Serverless,2023,North America
dc9effaf8d8755a7cd7c,Netherlands,Serverless,2021,"Europe, Middle East, & Africa"
4bb2681a82dacdae84f3,Spain,Serverless,2021,"Europe, Middle East, & Africa"
52696d838cd2bec21dbe,Kenya,Security,2022,"Europe, Middle East, & Africa"
c3c767308582bb7b9df0,Mauritius,Machine Learning,2023,"Europe, Middle East, & Africa"
f625053c94966cb51234,Brazil,Machine Learning,2020,Latin America
428344896265c5dc9811,Nigeria,Machine Learning,2023,"Europe, Middle East, & Africa"
120f89526838f987daed,United States,Dev Tools,2024,North America
80152b1938b2721b3987,Indonesia,Dev Tools,2022,Asia Pacific
98b7dd900421116a1803,Sri Lanka,Containers,2022,Asia Pacific
3b9890eb238db7dc6079,India,Storage,2021,Asia Pacific
adcdb093ab4239c302b0,Australia,Cloud Operations,2024,Asia Pacific
a1ea9a21fd7e544d089e,India,Dev Tools,2023,Asia Pacific
3951b3b59d7ba73f7412,United States,Front-End Web & Mobile,2021,North America
c7755e1af03296a1ef7c,India,Data,2023,Asia Pacific
e64f593837d104e74cfe,India,Data,2021,Asia Pacific
95c0a23cc445322214b9,India,Data,2023,Asia Pacific
00736358401654312dd0,United States,Containers,2022,North America
e09e38dbbeb294b4cd4f,Pakistan,Dev Tools,2023,Asia Pacific
3f4c3911f1a8edbf489a,Thailand,Containers,2022,Asia Pacific
970450f043c3b28ca8c8,Philippines,Serverless,2023,Asia Pacific
d38c85c6e56e9bcb92a1,Vietnam,Containers,2022,Asia Pacific
9e56c11bf7f35fc5bfdd,Vietnam,Security,2022,Asia Pacific
030e1760358791fd9093,India,Machine Learning,2023,Asia Pacific
b420bebd275b21bedd81,United States,Security,2024,North America
96ffb999c8ac38957a51,United States,Dev Tools,2020,North America
c87cd17befd3ff389993,Poland,Serverless,2023,"Europe, Middle East, & Africa"
acc719c53b95f9a22fa1,Australia,Serverless,2023,Asia Pacific
9ed9070fccccc8c619f7,Ecuador,Dev Tools,2022,Latin America
7b445baf257cd2a199f6,Singapore,Security,2022,Asia Pacific
17342f7fe09eece1c8dd,Singapore,Security,2023,Asia Pacific
d352e4e668b695f88e31,United Kingdom,Serverless,2022,"Europe, Middle East, & Africa"
7711058b10e7003f2c54,Kenya,Storage,2022,"Europe, Middle East, & Africa"
8493f24d2a19c8eab732,Kenya,Storage,2022,"Europe, Middle East, & Africa"
395f4f45307bb13e2d9e,Indonesia,Serverless,2021,Asia Pacific
b7ca374789684b3cc0ad,New Zealand,Containers,2022,Asia Pacific
32909b0cb78758cd1164,Australia,Network Content & Delivery,2022,Asia Pacific
ac0a146b7d8d195fbcdc,Canada,Network Content & Delivery,2024,North America
15d0da322c4dc73b1ec8,Mexico,Machine Learning,2024,North America
7c8f6f6907626c300e2f,Brazil,Cloud Operations,2022,Latin America
6115a2bf9cea1089f916,Australia,Serverless,2024,Asia Pacific
5cc46d4244f20e09f755,United States,Cloud Operations,2022,North America
040b088b816ae9c15f16,United States,Containers,2023,North America
c1107ded86f098c88b38,United States,Dev Tools,2023,North America
1eb957ea997fe6567c16,Kenya,Network Content & Delivery,2024,"Europe, Middle East, & Africa"
da678706e301a87d6705,United States,Front-End Web & Mobile,2020,North America
a1ea866b56f1c4d8b007,United States,Dev Tools,2023,North America
9c114c740970cfb78779,Finland,Security,2021,"Europe, Middle East, & Africa"
512d171dd816a85cf960,Brazil,Storage,2021,Latin America
2d61ff81622cbcddd541,Brazil,Dev Tools,2021,Latin America
635ef88b8894fc3aeb59,Netherlands,Serverless,2021,"Europe, Middle East, & Africa"
ea1053a65f35f2d85a7f,Brazil,Machine Learning,2023,Latin America
6bd7a417e0f034cc2ede,Turkey,Networking & Content Delivery,2022,"Europe, Middle East, & Africa"
df6eea824719295c991e,United Kingdom,Dev Tools,2023,"Europe, Middle East, & Africa"
3e50b8abb7b402cd8516,Canada,Serverless,2021,North America
42b53fe4173da6173bbe,Turkey,Dev Tools,2023,"Europe, Middle East, & Africa"
8c6af63c00b60ec5c247,Kenya,Containers,2022,"Europe, Middle East, & Africa"
880edfe0d39e874eebcf,Colombia,Serverless,2022,Latin America
1e596a9729a186d34551,United States,Containers,2022,North America
21cfde85cbd498b3b70f,United States,Machine Learning,2021,North America
250e4b2d2060a4b1c47a,Philippines,Serverless,2021,Asia Pacific
4e33c32432eea6439162,New Zealand,Containers,2023,Asia Pacific
ac94846cd3bea84857a6,United States,Data,2022,North America
878ab2090b44daeb2b8b,Argentina,Data,2021,Latin America
c3ff50a687e974a6cb36,Peru,Security,2022,Latin America
a582b8490cf21507a3d4,Venezuela,Networking & Content Delivery,2022,Latin America
063872630c8dc34e0656,United States,Cloud Operations,2023,North America
af1b247e03b5a96e9002,Peru,Cloud Operations,2022,Latin America
0c47ff3708bb413c3eed,Canada,Security,2021,North America
5cdfe8de808f6546f14e,Turkey,Storage,2022,"Europe, Middle East, & Africa"
fafdcba3153fc42b2c1f,Colombia,Serverless,2021,Latin America
f302431c75f13ae040b4,Sri Lanka,Serverless,2021,Asia Pacific
577852246e1556045d0c,New Zealand,Security,2024,Asia Pacific
f62ed76ed80d95568926,India,Machine Learning,2020,Asia Pacific
cef1961c5559fd379669,United States,Containers,2022,North America
941646c5ade2f3fb5f9f,United States,Data,2022,North America
88340ab2c8d4db3656c6,Australia,Security,2020,Asia Pacific
931145696278bf96fcd6,Taiwan,Containers,2023,Asia Pacific
89e4e08b2270fcef0853,United States,Network Content & Delivery,2023,North America
deb880c6ecb02d1275b4,Nigeria,Serverless,2021,"Europe, Middle East, & Africa"
2282860293797009f5f6,Singapore,Containers,2022,Asia Pacific
